timestamp,traffic_mbps,hour,day_of_week,is_weekend,month
2023-01-08 04:00:00,430.65,4,Sunday,1,1
2023-01-08 05:00:00,545.98,5,Sunday,1,1
2023-01-08 06:00:00,551.91,6,Sunday,1,1
2023-01-08 07:00:00,753.17,7,Sunday,1,1
2023-01-08 08:00:00,841.3,8,Sunday,1,1
2023-01-08 09:00:00,829.25,9,Sunday,1,1
2023-01-08 10:00:00,807.37,10,Sunday,1,1
2023-01-08 11:00:00,816.36,11,Sunday,1,1
2023-01-08 12:00:00,717.58,12,Sunday,1,1
2023-01-08 13:00:00,618.01,13,Sunday,1,1
2023-01-08 14:00:00,592.06,14,Sunday,1,1
2023-01-08 15:00:00,608.57,15,Sunday,1,1
2023-01-08 16:00:00,635.42,16,Sunday,1,1
2023-01-08 17:00:00,710.07,17,Sunday,1,1
2023-01-08 18:00:00,720.66,18,Sunday,1,1
2023-01-08 19:00:00,993.28,19,Sunday,1,1
2023-01-08 20:00:00,1009.09,20,Sunday,1,1
2023-01-08 21:00:00,939.2,21,Sunday,1,1
2023-01-08 22:00:00,710.82,22,Sunday,1,1
2023-01-08 23:00:00,666.01,23,Sunday,1,1
2023-01-09 00:00:00,467.68,0,Monday,0,1
2023-01-09 01:00:00,446.02,1,Monday,0,1
2023-01-09 02:00:00,500.26,2,Monday,0,1
2023-01-09 03:00:00,577.33,3,Monday,0,1
2023-01-09 04:00:00,461.32,4,Monday,0,1
2023-01-09 05:00:00,531.12,5,Monday,0,1
2023-01-09 06:00:00,527.69,6,Monday,0,1
2023-01-09 07:00:00,711.22,7,Monday,0,1
2023-01-09 08:00:00,739.52,8,Monday,0,1
2023-01-09 09:00:00,770.33,9,Monday,0,1
2023-01-09 10:00:00,810.74,10,Monday,0,1
2023-01-09 11:00:00,740.12,11,Monday,0,1
2023-01-09 12:00:00,656.94,12,Monday,0,1
2023-01-09 13:00:00,679.25,13,Monday,0,1
2023-01-09 14:00:00,522.4,14,Monday,0,1
2023-01-09 15:00:00,608.73,15,Monday,0,1
2023-01-09 16:00:00,505.88,16,Monday,0,1
2023-01-09 17:00:00,645.9,17,Monday,0,1
2023-01-09 18:00:00,743.71,18,Monday,0,1
2023-01-09 19:00:00,793.56,19,Monday,0,1
2023-01-09 20:00:00,950.53,20,Monday,0,1
2023-01-09 21:00:00,824.19,21,Monday,0,1
2023-01-09 22:00:00,619.03,22,Monday,0,1
2023-01-09 23:00:00,590.02,23,Monday,0,1
2023-01-10 00:00:00,518.57,0,Tuesday,0,1
2023-01-10 01:00:00,469.9,1,Tuesday,0,1
2023-01-10 02:00:00,559.05,2,Tuesday,0,1
2023-01-10 03:00:00,516.05,3,Tuesday,0,1
2023-01-10 04:00:00,532.91,4,Tuesday,0,1
2023-01-10 05:00:00,519.58,5,Tuesday,0,1
2023-01-10 06:00:00,657.68,6,Tuesday,0,1
2023-01-10 07:00:00,662.67,7,Tuesday,0,1
2023-01-10 08:00:00,770.06,8,Tuesday,0,1
2023-01-10 09:00:00,897.36,9,Tuesday,0,1
2023-01-10 10:00:00,809.0,10,Tuesday,0,1
2023-01-10 11:00:00,781.17,11,Tuesday,0,1
2023-01-10 12:00:00,702.7,12,Tuesday,0,1
2023-01-10 13:00:00,620.71,13,Tuesday,0,1
2023-01-10 14:00:00,582.91,14,Tuesday,0,1
2023-01-10 15:00:00,539.07,15,Tuesday,0,1
2023-01-10 16:00:00,611.2,16,Tuesday,0,1
2023-01-10 17:00:00,660.18,17,Tuesday,0,1
2023-01-10 18:00:00,733.52,18,Tuesday,0,1
2023-01-10 19:00:00,805.17,19,Tuesday,0,1
2023-01-10 20:00:00,943.7,20,Tuesday,0,1
2023-01-10 21:00:00,920.81,21,Tuesday,0,1
2023-01-10 22:00:00,653.68,22,Tuesday,0,1
2023-01-10 23:00:00,704.66,23,Tuesday,0,1
2023-01-11 00:00:00,622.3,0,Wednesday,0,1
2023-01-11 01:00:00,506.56,1,Wednesday,0,1
2023-01-11 02:00:00,524.71,2,Wednesday,0,1
2023-01-11 03:00:00,514.53,3,Wednesday,0,1
2023-01-11 04:00:00,592.84,4,Wednesday,0,1
2023-01-11 05:00:00,515.07,5,Wednesday,0,1
2023-01-11 06:00:00,600.4,6,Wednesday,0,1
2023-01-11 07:00:00,737.78,7,Wednesday,0,1
2023-01-11 08:00:00,718.54,8,Wednesday,0,1
2023-01-11 09:00:00,730.79,9,Wednesday,0,1
2023-01-11 10:00:00,780.43,10,Wednesday,0,1
2023-01-11 11:00:00,826.08,11,Wednesday,0,1
2023-01-11 12:00:00,550.94,12,Wednesday,0,1
2023-01-11 13:00:00,638.76,13,Wednesday,0,1
2023-01-11 14:00:00,935.1,14,Wednesday,0,1
2023-01-11 15:00:00,526.23,15,Wednesday,0,1
2023-01-11 16:00:00,587.95,16,Wednesday,0,1
2023-01-11 17:00:00,642.29,17,Wednesday,0,1
2023-01-11 18:00:00,745.38,18,Wednesday,0,1
2023-01-11 19:00:00,826.94,19,Wednesday,0,1
2023-01-11 20:00:00,767.67,20,Wednesday,0,1
2023-01-11 21:00:00,907.61,21,Wednesday,0,1
2023-01-11 22:00:00,672.24,22,Wednesday,0,1
2023-01-11 23:00:00,590.97,23,Wednesday,0,1
2023-01-12 00:00:00,546.8,0,Thursday,0,1
2023-01-12 01:00:00,563.68,1,Thursday,0,1
2023-01-12 02:00:00,474.43,2,Thursday,0,1
2023-01-12 03:00:00,527.8,3,Thursday,0,1
2023-01-12 04:00:00,548.73,4,Thursday,0,1
2023-01-12 05:00:00,562.85,5,Thursday,0,1
2023-01-12 06:00:00,627.27,6,Thursday,0,1
2023-01-12 07:00:00,667.59,7,Thursday,0,1
2023-01-12 08:00:00,785.45,8,Thursday,0,1
2023-01-12 09:00:00,750.98,9,Thursday,0,1
2023-01-12 10:00:00,762.0,10,Thursday,0,1
2023-01-12 11:00:00,672.21,11,Thursday,0,1
2023-01-12 12:00:00,581.68,12,Thursday,0,1
2023-01-12 13:00:00,726.3,13,Thursday,0,1
2023-01-12 14:00:00,603.99,14,Thursday,0,1
2023-01-12 15:00:00,636.73,15,Thursday,0,1
2023-01-12 16:00:00,602.65,16,Thursday,0,1
2023-01-12 17:00:00,557.99,17,Thursday,0,1
2023-01-12 18:00:00,747.94,18,Thursday,0,1
2023-01-12 19:00:00,871.49,19,Thursday,0,1
2023-01-12 20:00:00,910.01,20,Thursday,0,1
2023-01-12 21:00:00,804.11,21,Thursday,0,1
2023-01-12 22:00:00,755.42,22,Thursday,0,1
2023-01-12 23:00:00,679.0,23,Thursday,0,1
2023-01-13 00:00:00,407.97,0,Friday,0,1
2023-01-13 01:00:00,436.12,1,Friday,0,1
2023-01-13 02:00:00,509.99,2,Friday,0,1
2023-01-13 03:00:00,465.56,3,Friday,0,1
2023-01-13 04:00:00,464.39,4,Friday,0,1
2023-01-13 05:00:00,593.32,5,Friday,0,1
2023-01-13 06:00:00,554.7,6,Friday,0,1
2023-01-13 07:00:00,718.09,7,Friday,0,1
2023-01-13 08:00:00,897.15,8,Friday,0,1
2023-01-13 09:00:00,808.73,9,Friday,0,1
2023-01-13 10:00:00,795.47,10,Friday,0,1
2023-01-13 11:00:00,831.17,11,Friday,0,1
2023-01-13 12:00:00,717.4,12,Friday,0,1
2023-01-13 13:00:00,690.1,13,Friday,0,1
2023-01-13 14:00:00,602.15,14,Friday,0,1
2023-01-13 15:00:00,612.59,15,Friday,0,1
2023-01-13 16:00:00,615.25,16,Friday,0,1
2023-01-13 17:00:00,697.53,17,Friday,0,1
2023-01-13 18:00:00,768.5,18,Friday,0,1
2023-01-13 19:00:00,864.5,19,Friday,0,1
2023-01-13 20:00:00,846.17,20,Friday,0,1
2023-01-13 21:00:00,905.69,21,Friday,0,1
2023-01-13 22:00:00,744.03,22,Friday,0,1
2023-01-13 23:00:00,631.35,23,Friday,0,1
2023-01-14 00:00:00,478.29,0,Saturday,1,1
2023-01-14 01:00:00,484.66,1,Saturday,1,1
2023-01-14 02:00:00,491.44,2,Saturday,1,1
2023-01-14 03:00:00,482.01,3,Saturday,1,1
2023-01-14 04:00:00,529.17,4,Saturday,1,1
2023-01-14 05:00:00,593.24,5,Saturday,1,1
2023-01-14 06:00:00,621.25,6,Saturday,1,1
2023-01-14 07:00:00,772.96,7,Saturday,1,1
2023-01-14 08:00:00,797.11,8,Saturday,1,1
2023-01-14 09:00:00,946.71,9,Saturday,1,1
2023-01-14 10:00:00,834.38,10,Saturday,1,1
2023-01-14 11:00:00,863.82,11,Saturday,1,1
2023-01-14 12:00:00,655.71,12,Saturday,1,1
2023-01-14 13:00:00,623.84,13,Saturday,1,1
2023-01-14 14:00:00,625.31,14,Saturday,1,1
2023-01-14 15:00:00,609.58,15,Saturday,1,1
2023-01-14 16:00:00,653.92,16,Saturday,1,1
2023-01-14 17:00:00,661.49,17,Saturday,1,1
2023-01-14 18:00:00,804.74,18,Saturday,1,1
2023-01-14 19:00:00,949.56,19,Saturday,1,1
2023-01-14 20:00:00,949.11,20,Saturday,1,1
2023-01-14 21:00:00,895.86,21,Saturday,1,1
2023-01-14 22:00:00,862.16,22,Saturday,1,1
2023-01-14 23:00:00,627.3,23,Saturday,1,1
2023-01-15 00:00:00,510.16,0,Sunday,1,1
2023-01-15 01:00:00,424.33,1,Sunday,1,1
2023-01-15 02:00:00,470.15,2,Sunday,1,1
2023-01-15 03:00:00,484.61,3,Sunday,1,1
2023-01-15 04:00:00,548.75,4,Sunday,1,1
2023-01-15 05:00:00,649.27,5,Sunday,1,1
2023-01-15 06:00:00,615.48,6,Sunday,1,1
2023-01-15 07:00:00,809.41,7,Sunday,1,1
2023-01-15 08:00:00,822.15,8,Sunday,1,1
2023-01-15 09:00:00,935.66,9,Sunday,1,1
2023-01-15 10:00:00,890.75,10,Sunday,1,1
2023-01-15 11:00:00,883.49,11,Sunday,1,1
2023-01-15 12:00:00,763.96,12,Sunday,1,1
2023-01-15 13:00:00,695.13,13,Sunday,1,1
2023-01-15 14:00:00,618.69,14,Sunday,1,1
2023-01-15 15:00:00,605.21,15,Sunday,1,1
2023-01-15 16:00:00,606.14,16,Sunday,1,1
2023-01-15 17:00:00,736.12,17,Sunday,1,1
2023-01-15 18:00:00,728.43,18,Sunday,1,1
2023-01-15 19:00:00,962.25,19,Sunday,1,1
2023-01-15 20:00:00,992.73,20,Sunday,1,1
2023-01-15 21:00:00,1002.51,21,Sunday,1,1
2023-01-15 22:00:00,768.82,22,Sunday,1,1
2023-01-15 23:00:00,665.54,23,Sunday,1,1
2023-01-16 00:00:00,559.76,0,Monday,0,1
2023-01-16 01:00:00,423.94,1,Monday,0,1
2023-01-16 02:00:00,472.71,2,Monday,0,1
2023-01-16 03:00:00,522.19,3,Monday,0,1
2023-01-16 04:00:00,591.46,4,Monday,0,1
2023-01-16 05:00:00,974.16,5,Monday,0,1
2023-01-16 06:00:00,525.21,6,Monday,0,1
2023-01-16 07:00:00,573.13,7,Monday,0,1
2023-01-16 08:00:00,781.33,8,Monday,0,1
2023-01-16 09:00:00,785.33,9,Monday,0,1
2023-01-16 10:00:00,829.73,10,Monday,0,1
2023-01-16 11:00:00,737.67,11,Monday,0,1
2023-01-16 12:00:00,683.5,12,Monday,0,1
2023-01-16 13:00:00,653.64,13,Monday,0,1
2023-01-16 14:00:00,543.3,14,Monday,0,1
2023-01-16 15:00:00,653.75,15,Monday,0,1
2023-01-16 16:00:00,604.39,16,Monday,0,1
2023-01-16 17:00:00,666.33,17,Monday,0,1
2023-01-16 18:00:00,756.84,18,Monday,0,1
2023-01-16 19:00:00,889.56,19,Monday,0,1
2023-01-16 20:00:00,866.4,20,Monday,0,1
2023-01-16 21:00:00,943.08,21,Monday,0,1
2023-01-16 22:00:00,784.65,22,Monday,0,1
2023-01-16 23:00:00,597.23,23,Monday,0,1
2023-01-17 00:00:00,477.4,0,Tuesday,0,1
2023-01-17 01:00:00,378.91,1,Tuesday,0,1
2023-01-17 02:00:00,452.31,2,Tuesday,0,1
2023-01-17 03:00:00,500.95,3,Tuesday,0,1
2023-01-17 04:00:00,588.36,4,Tuesday,0,1
2023-01-17 05:00:00,584.5,5,Tuesday,0,1
2023-01-17 06:00:00,585.26,6,Tuesday,0,1
2023-01-17 07:00:00,648.97,7,Tuesday,0,1
2023-01-17 08:00:00,859.03,8,Tuesday,0,1
2023-01-17 09:00:00,845.58,9,Tuesday,0,1
2023-01-17 10:00:00,867.18,10,Tuesday,0,1
2023-01-17 11:00:00,788.86,11,Tuesday,0,1
2023-01-17 12:00:00,720.69,12,Tuesday,0,1
2023-01-17 13:00:00,661.15,13,Tuesday,0,1
2023-01-17 14:00:00,671.74,14,Tuesday,0,1
2023-01-17 15:00:00,591.44,15,Tuesday,0,1
2023-01-17 16:00:00,554.68,16,Tuesday,0,1
2023-01-17 17:00:00,619.3,17,Tuesday,0,1
2023-01-17 18:00:00,773.16,18,Tuesday,0,1
2023-01-17 19:00:00,825.43,19,Tuesday,0,1
2023-01-17 20:00:00,902.12,20,Tuesday,0,1
2023-01-17 21:00:00,859.03,21,Tuesday,0,1
2023-01-17 22:00:00,729.75,22,Tuesday,0,1
2023-01-17 23:00:00,546.43,23,Tuesday,0,1
2023-01-18 00:00:00,438.72,0,Wednesday,0,1
2023-01-18 01:00:00,426.88,1,Wednesday,0,1
2023-01-18 02:00:00,584.85,2,Wednesday,0,1
2023-01-18 03:00:00,480.39,3,Wednesday,0,1
2023-01-18 04:00:00,545.8,4,Wednesday,0,1
2023-01-18 05:00:00,461.81,5,Wednesday,0,1
2023-01-18 06:00:00,566.34,6,Wednesday,0,1
2023-01-18 07:00:00,702.86,7,Wednesday,0,1
2023-01-18 08:00:00,767.87,8,Wednesday,0,1
2023-01-18 09:00:00,872.17,9,Wednesday,0,1
2023-01-18 10:00:00,854.65,10,Wednesday,0,1
2023-01-18 11:00:00,655.64,11,Wednesday,0,1
2023-01-18 12:00:00,621.05,12,Wednesday,0,1
2023-01-18 13:00:00,699.52,13,Wednesday,0,1
2023-01-18 14:00:00,609.72,14,Wednesday,0,1
2023-01-18 15:00:00,517.41,15,Wednesday,0,1
2023-01-18 16:00:00,662.29,16,Wednesday,0,1
2023-01-18 17:00:00,686.01,17,Wednesday,0,1
2023-01-18 18:00:00,730.94,18,Wednesday,0,1
2023-01-18 19:00:00,957.95,19,Wednesday,0,1
2023-01-18 20:00:00,887.27,20,Wednesday,0,1
2023-01-18 21:00:00,843.21,21,Wednesday,0,1
2023-01-18 22:00:00,779.25,22,Wednesday,0,1
2023-01-18 23:00:00,625.83,23,Wednesday,0,1
2023-01-19 00:00:00,545.83,0,Thursday,0,1
2023-01-19 01:00:00,517.43,1,Thursday,0,1
2023-01-19 02:00:00,556.07,2,Thursday,0,1
2023-01-19 03:00:00,451.34,3,Thursday,0,1
2023-01-19 04:00:00,482.0,4,Thursday,0,1
2023-01-19 05:00:00,636.34,5,Thursday,0,1
2023-01-19 06:00:00,605.14,6,Thursday,0,1
2023-01-19 07:00:00,701.32,7,Thursday,0,1
2023-01-19 08:00:00,824.42,8,Thursday,0,1
2023-01-19 09:00:00,872.89,9,Thursday,0,1
2023-01-19 10:00:00,812.35,10,Thursday,0,1
2023-01-19 11:00:00,704.91,11,Thursday,0,1
2023-01-19 12:00:00,701.85,12,Thursday,0,1
2023-01-19 13:00:00,662.57,13,Thursday,0,1
2023-01-19 14:00:00,665.35,14,Thursday,0,1
2023-01-19 15:00:00,520.18,15,Thursday,0,1
2023-01-19 16:00:00,579.75,16,Thursday,0,1
2023-01-19 17:00:00,649.77,17,Thursday,0,1
2023-01-19 18:00:00,826.74,18,Thursday,0,1
2023-01-19 19:00:00,811.76,19,Thursday,0,1
2023-01-19 20:00:00,982.32,20,Thursday,0,1
2023-01-19 21:00:00,903.52,21,Thursday,0,1
2023-01-19 22:00:00,617.65,22,Thursday,0,1
2023-01-19 23:00:00,744.41,23,Thursday,0,1
2023-01-20 00:00:00,551.14,0,Friday,0,1
2023-01-20 01:00:00,622.09,1,Friday,0,1
2023-01-20 02:00:00,538.6,2,Friday,0,1
2023-01-20 03:00:00,517.39,3,Friday,0,1
2023-01-20 04:00:00,475.49,4,Friday,0,1
2023-01-20 05:00:00,526.6,5,Friday,0,1
2023-01-20 06:00:00,606.61,6,Friday,0,1
2023-01-20 07:00:00,752.67,7,Friday,0,1
2023-01-20 08:00:00,720.02,8,Friday,0,1
2023-01-20 09:00:00,802.3,9,Friday,0,1
2023-01-20 10:00:00,767.15,10,Friday,0,1
2023-01-20 11:00:00,758.62,11,Friday,0,1
2023-01-20 12:00:00,696.98,12,Friday,0,1
2023-01-20 13:00:00,709.68,13,Friday,0,1
2023-01-20 14:00:00,608.32,14,Friday,0,1
2023-01-20 15:00:00,583.59,15,Friday,0,1
2023-01-20 16:00:00,525.06,16,Friday,0,1
2023-01-20 17:00:00,608.85,17,Friday,0,1
2023-01-20 18:00:00,713.34,18,Friday,0,1
2023-01-20 19:00:00,868.06,19,Friday,0,1
2023-01-20 20:00:00,931.91,20,Friday,0,1
2023-01-20 21:00:00,873.72,21,Friday,0,1
2023-01-20 22:00:00,790.81,22,Friday,0,1
2023-01-20 23:00:00,740.39,23,Friday,0,1
2023-01-21 00:00:00,459.83,0,Saturday,1,1
2023-01-21 01:00:00,1228.29,1,Saturday,1,1
2023-01-21 02:00:00,529.24,2,Saturday,1,1
2023-01-21 03:00:00,585.42,3,Saturday,1,1
2023-01-21 04:00:00,486.74,4,Saturday,1,1
2023-01-21 05:00:00,498.02,5,Saturday,1,1
2023-01-21 06:00:00,628.83,6,Saturday,1,1
2023-01-21 07:00:00,641.89,7,Saturday,1,1
2023-01-21 08:00:00,884.35,8,Saturday,1,1
2023-01-21 09:00:00,815.76,9,Saturday,1,1
2023-01-21 10:00:00,821.41,10,Saturday,1,1
2023-01-21 11:00:00,788.37,11,Saturday,1,1
2023-01-21 12:00:00,731.4,12,Saturday,1,1
2023-01-21 13:00:00,599.08,13,Saturday,1,1
2023-01-21 14:00:00,681.61,14,Saturday,1,1
2023-01-21 15:00:00,628.33,15,Saturday,1,1
2023-01-21 16:00:00,665.36,16,Saturday,1,1
